displayName,rankingSortRank,primaryPhotoThumb,location,aliasNames
"University of California, Santa Cruz",83,https://www.usnews.com/dims4/USNEWS/04b88f5/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8e%2Ffa0566a5854bafa34cbf50251bf6e0%2Fcollege-photo_25690.jpg,"Santa Cruz, CA",UC Santa Cruz University of California Santa Cruz
University of Iowa,83,https://www.usnews.com/dims4/USNEWS/f50a7e8/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F0a%2Fab%2F705723444698a40a766577a58851%2F2021-09-27-pentacrest-dusk-and-blue-hour-drone-sept-2021-jatorner-0108-1.jpg,"Iowa City, IA",
Brigham Young University--Provo,89,https://www.usnews.com/dims4/USNEWS/bc09aa2/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe1%2F58%2Fa361e0ed4fddbfa09c59660f7b98%2F190822brigham-young-university-provo6.jpg,"Provo, UT",BYU Provo Brigham Young University Provo
Colorado School of Mines,89,https://www.usnews.com/dims4/USNEWS/678b936/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F2e%2F84cd5d4998a1fb0f1703eb14852539%2FHero_Shot_-_Guggenheim_a.jpg,"Golden, CO",
Elon University,89,https://www.usnews.com/dims4/USNEWS/36a01d7/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F2f%2Fdba6f3f3f59a82522d737e4dfb1b65%2Fcollege-photo_27147.jpg,"Elon, NC",
Howard University,89,https://www.usnews.com/dims4/USNEWS/93d58c9/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F82%2F7bbabaea5b47be61379d37af47e531%2FHowardUniversity-FoundersLibrary.jpg,"Washington, DC",HU
Texas Christian University,89,https://www.usnews.com/dims4/USNEWS/0f46e1d/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd9%2F2474513b6fa8f7b51ceb5460d7dceb%2FIMG_0667.jpg,"Fort Worth, TX",TCU
University at Buffalo--SUNY,89,https://www.usnews.com/dims4/USNEWS/f5ad67d/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F77%2Fd11664668f460e23962439d7ffadeb%2Fstadium-DJI_0047_1.jpg,"Buffalo, NY",SUNY Buffalo University at Buffalo SUNY
"University of California, Riverside",89,https://www.usnews.com/dims4/USNEWS/36756a7/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6c%2F68f3515aea1ba176103a16ba099ccf%2Fcollege-photo_13243.jpg,"Riverside, CA",UC Riverside University of California Riverside
University of Delaware,89,https://www.usnews.com/dims4/USNEWS/7de2039/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F10%2F08e0c8826acc486c0de84f78b8b49d%2FCampus-043021-004.jpg,"Newark, DE",
Auburn University,97,https://www.usnews.com/dims4/USNEWS/5e047a5/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe1%2Fc3e58114b9e270ac11d07a72b8bb7f%2Fcollege-photo_28846.jpg,"Auburn, AL",AU
Clark University,97,https://www.usnews.com/dims4/USNEWS/2de7a49/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F12%2F429c6046796ef5509573c983d65433%2Fcollege-photo_20158.jpg,"Worcester, MA",
New Jersey Institute of Technology,97,https://www.usnews.com/dims4/USNEWS/b17606c/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7e%2Fb3b8e2741b92a0ea183c9bec080001%2Fcollege-photo_33255.jpg,"Newark, NJ",NJIT
"University of California, Merced",97,https://www.usnews.com/dims4/USNEWS/75b4dbe/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3a%2F7d27c65e9b048bc5df00a8b252c85e%2Fcrop-g-UCM_Campus_2020_DB_057_e.jpg,"Merced, CA",
University of Colorado Boulder,97,https://www.usnews.com/dims4/USNEWS/68954b9/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb7%2F029f7721431e45fe47d6a961289c63%2FCUBouder_Campuslife1.JPG,"Boulder, CO",CU Boulder University of Colorado Boulder
University of Illinois--Chicago,97,https://www.usnews.com/dims4/USNEWS/904f4dd/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe9%2F6d907501915ba1862cb6beb9b68690%2Fcollege-photo_9965.jpg,"Chicago, IL",UIC University of Illinois Chicago
University of San Diego,97,https://www.usnews.com/dims4/USNEWS/cc3d135/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F20%2F6354e6a66590f99d81ea8e96f5af4d%2F140830-515_copy.jpg,"San Diego, CA",
University of South Florida,97,https://www.usnews.com/dims4/USNEWS/a511480/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff9%2F13afce02d3e80810dced80083ce23c%2F20170818-USF-HUDDLE_%26_USF_PHOTO-22.jpg,"Tampa, FL",
Drexel University,105,https://www.usnews.com/dims4/USNEWS/7fc6b2b/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcd%2Ff35e75d608aaf118054bf4c91d82af%2Fcollege-photo_12760.jpg,"Philadelphia, PA",
Miami University--Oxford,105,https://www.usnews.com/dims4/USNEWS/10cda4d/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F02%2F2a8961add0bdcfbeeb3a8ef818719d%2Fcollege-photo_1631.jpg,"Oxford, OH",Miami University Oxford Miami University Oxford
Rochester Institute of Technology,105,https://www.usnews.com/dims4/USNEWS/ec6048a/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F52%2Fc521468a279b0ea404f015c54b5b24%2Fapplied_arts_and_sciences_sm.jpg,"Rochester, NY",RIT
Saint Louis University,105,https://www.usnews.com/dims4/USNEWS/e93a048/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fae%2F6935980fac0ae17639b20b2733fcb5%2FClock-Tower.jpg,"St. Louis, MO",St Louis University Saint Louis University
SUNY College of Environmental Science and Forestry,105,https://www.usnews.com/dims4/USNEWS/a3132ee/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F65%2Fab08757e1416c87923d6bd5d762ad6%2Fcollege-photo_29342.jpg,"Syracuse, NY",SUNY ESF
University of Arizona,105,https://www.usnews.com/dims4/USNEWS/86e8831/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fac%2Fa0%2Ff06edf2d4335874cf75a57b0132a%2F210825-submitted.jpg,"Tucson, AZ",
University of Denver,105,https://www.usnews.com/dims4/USNEWS/b612f9c/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ffc%2F5db9ea576bbc8b7ee65b92004ff322%2FNews_and_World_report_1.jpg,"Denver, CO",DU
University of Oregon,105,https://www.usnews.com/dims4/USNEWS/9702c4c/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa2%2Fbd%2F0c1efd754071a3d7a589d1d2ca5d%2Fuo-fall-credit-universityoforegon.jpg,"Eugene, OR",
University of San Francisco,105,https://www.usnews.com/dims4/USNEWS/52a416d/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fdf%2Ffc5de6933abdd6253e6dcd84358b28%2FUSF_2018-06-11-022_HERO.jpg,"San Francisco, CA",USF
University of Utah,105,https://www.usnews.com/dims4/USNEWS/dd1232a/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5c%2F56e451b77163161894c4def98b68fd%2Fcollege-photo_20743.jpg,"Salt Lake City, UT",
Creighton University,115,https://www.usnews.com/dims4/USNEWS/2ac3c33/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F39%2F83%2Faf2c5d5645738e9f5d50f78068a3%2Flgimage-creightonhalldusk.jpg,"Omaha, NE",
Fairfield University,115,https://www.usnews.com/dims4/USNEWS/b0b7202/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fec%2F8db67a0002f84de08839a96e53e810%2F1-Bellarmine-Hall_Hero-Image.jpg,"Fairfield, CT",
Loyola University Chicago,115,https://www.usnews.com/dims4/USNEWS/1e81a32/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F9b%2Fc32187fc24665d5f56d983be171a56%2Fcollege-photo_29455.jpg,"Chicago, IL",
Rutgers University--Newark,115,https://www.usnews.com/dims4/USNEWS/f697e30/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe2%2Fdf1e430bd929ca578704004ed2689f%2Fcollege-photo_36380.jpg,"Newark, NJ","Rutgers University Rutgers, the State University of New Jersey Newark"
University of South Carolina,115,https://www.usnews.com/dims4/USNEWS/2361c54/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6a%2F3c1a5c49f439c1cc21106a7981155b%2Fcollege-photo_19707.jpg,"Columbia, SC",USC
"University of Tennessee, Knoxville",115,https://www.usnews.com/dims4/USNEWS/d95f2a1/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F78%2Faab209b61937fba4fb28a5fde2886e%2F_BP_5904.jpg,"Knoxville, TN",
Arizona State University,121,https://www.usnews.com/dims4/USNEWS/5edb98c/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd0%2Ff2a8c0a903b07fc0670e8ae1dd4a74%2Fcollege-photo_30360.jpg,"Tempe, AZ",ASU
Chapman University,121,https://www.usnews.com/dims4/USNEWS/d3beaac/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe0%2F41372d98ec8b0cb0e40213784b4cc0%2FCopy_of_Memorial-Lawn-2.jpg,"Orange, CA",
Temple University,121,https://www.usnews.com/dims4/USNEWS/ee91559/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F42%2Fa5f3b9b7ae7fd41a960451771124c0%2Fcollege-photo_21951.jpg,"Philadelphia, PA",
University of Kansas,121,https://www.usnews.com/dims4/USNEWS/bd4e3a9/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe0%2Fe0ca120d3a9ef1d8d4a0872ddc4c83%2Fcollege-photo_1157.jpg,"Lawrence, KS",KU
University of Missouri,121,https://www.usnews.com/dims4/USNEWS/cba0f99/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fac%2Fea309eb04f4ae7b44a52c496298468%2Fcollege-photo_36234.jpg,"Columbia, MO",Mizzou
University of Vermont,121,https://www.usnews.com/dims4/USNEWS/af8dd9a/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5f%2F51f1f719f3b97f038f11f900e05e03%2Fcollege-photo_943.jpg,"Burlington, VT",UVM
Clarkson University,127,https://www.usnews.com/dims4/USNEWS/177f01e/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F65%2Fff%2F572555914f4f815d87159d4bf471%2F2022-graduate-commencement-21-1.jpg,"Potsdam, NY",
Gallaudet University,127,https://www.usnews.com/dims4/USNEWS/d1a4c98/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3e%2F7cc69d2a605ae1ddc15f8bfc725fc7%2Fcollege-photo_9682.jpg,"Washington, DC",
Illinois Institute of Technology,127,https://www.usnews.com/dims4/USNEWS/e009e9e/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F70%2F1c%2Fad873b444082bbd6b37ca1130dfe%2F190903illinois-institute-of-technology14.jpg,"Chicago, IL",Illinois Tech IIT
Iowa State University of Science and Technology,127,https://www.usnews.com/dims4/USNEWS/75a9f21/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fad%2Fe457136a85b0ecb6e658b7f1ccec60%2Fcollege-photo_252.jpg,"Ames, IA",
The New School,127,https://www.usnews.com/dims4/USNEWS/a360885/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fbf%2F16f87d79e20b7e3ad8dc2eaa381465%2Fcollege-photo_14324.jpg,"New York, NY",
Rutgers University--Camden,127,https://www.usnews.com/dims4/USNEWS/e248769/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F09%2F63b49f50e937baa161efa96c9dbe99%2Fcollege-photo_36064.jpg,"Camden, NJ","Rutgers University Rutgers, the State University of New Jersey Camden"
Samford University,127,https://www.usnews.com/dims4/USNEWS/382a971/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F22%2Fa990aa37078c714b185ad43655c697%2Fcollege-photo_8613.jpg,"Birmingham, AL",
Thomas Jefferson University,127,https://www.usnews.com/dims4/USNEWS/d84bbdf/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4a%2Fa63cde11784a8a916da918d8359e7c%2Fcollege-photo_36792.jpg,"Philadelphia, PA",
University of Dayton,127,https://www.usnews.com/dims4/USNEWS/ebdc8e4/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3d%2F62d00da6aed164ca2540c6c42a4841%2FUDayton_1.jpg,"Dayton, OH",
University of Oklahoma,127,https://www.usnews.com/dims4/USNEWS/34a922a/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F05%2F2dc988b4a19627c434b183045500aa%2Fcollege-photo_13004.jpg,"Norman, OK",
California State University--Long Beach,137,https://www.usnews.com/dims4/USNEWS/341258c/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6e%2F7c383f8071dbdf27bf5039cfea27f5%2FGo-Beach_046.jpg,"Long Beach, CA",Cal State University Long Beach California State University Long Beach
DePaul University,137,https://www.usnews.com/dims4/USNEWS/069daaf/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe1%2Fb3%2Fcd20aa0a4374bae18edf0f8adb6a%2Forigstudentconnect-college.jpg,"Chicago, IL",
Drake University,137,https://www.usnews.com/dims4/USNEWS/3537fb6/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7a%2F97dcb50aaad6bc26deb8f3b85ef78d%2Fcollege-photo_28294.jpg,"Des Moines, IA",
George Mason University,137,https://www.usnews.com/dims4/USNEWS/60afc9d/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F17%2Fe5dab018c1e37b367bf01ebfad19a9%2F200522100resize.jpg,"Fairfax, VA",GMU
Seattle University,137,https://www.usnews.com/dims4/USNEWS/c528f22/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd4%2Fe54477b2df6447c376dfc30f9898f4%2FSeattleU-53.JPG,"Seattle, WA",SU
Seton Hall University,137,https://www.usnews.com/dims4/USNEWS/85967aa/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F13%2Fd7%2Fc3d5438047ec9a51bc56fec0532b%2Fshu-778-panox1920x760.jpg,"South Orange, NJ",
University of Alabama,137,https://www.usnews.com/dims4/USNEWS/1e5ddbd/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff5%2Ff5%2Fc151160f43f69ca6ea9587abe22a%2F190830university-of-alabama0.jpg,"Tuscaloosa, AL",
University of Alabama at Birmingham,137,https://www.usnews.com/dims4/USNEWS/9454090/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F30%2F09a5b34c4fa3a81530dcb48b57fc70%2Fcollege-photo_12935.jpg,"Birmingham, AL",UAB University of Alabama Birmingham
University of Central Florida,137,https://www.usnews.com/dims4/USNEWS/7c16354/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd5%2Ff4ffeeb4fbffe03e2525c316867e95%2Fucf_41566218.jpg,"Orlando, FL",UCF
University of Kentucky,137,https://www.usnews.com/dims4/USNEWS/6ac5ab6/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcc%2F8ff23e604e39fdb0f946d4ac03727d%2Fcollege-photo_21807.jpg,"Lexington, KY",
"University of Maryland, Baltimore County",137,https://www.usnews.com/dims4/USNEWS/4cee04a/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6c%2F746b06e545effec5a09e0b2e62d0f7%2Fcollege-photo_36071.jpg,"Baltimore, MD",UMBC University of Maryland Baltimore County
University of New Hampshire,137,https://www.usnews.com/dims4/USNEWS/0d3eca4/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fde%2F9b3ac6e109f791ca921b8ea352543b%2Fcollege-photo_27971.jpg,"Durham, NH",UNH
University of St. Thomas (MN),137,https://www.usnews.com/dims4/USNEWS/bbf97c6/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff8%2Fd7989a59024cbce6ea2d66d78b84da%2FSt._Thomas_hero_image_1920x1080.jpg,"St. Paul, MN",University of St Thomas University of Saint Thomas
University of Tulsa,137,https://www.usnews.com/dims4/USNEWS/fbc6aa7/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fce%2F8f5830310a0ee281c7bf1b31c6369a%2Fcollege-photo_20596.jpg,"Tulsa, OK",
Colorado State University,151,https://www.usnews.com/dims4/USNEWS/b525c23/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1b%2F39c7b12c21620c4da4701c48ca0786%2F23017_06884.jpg,"Fort Collins, CO",
CUNY--City College,151,https://www.usnews.com/dims4/USNEWS/ce297b4/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fdc%2F92c8f6868242a02f5a5c8302803826%2Fcollege-photo_6100.jpg,"New York, NY",CUNY City College CUNY City College
Duquesne University,151,https://www.usnews.com/dims4/USNEWS/ac85ce0/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F57%2F7d78fcf1382ba8c210dbe6ab3dae11%2Fcollege-photo_18781.jpg,"Pittsburgh, PA",
Florida International University,151,https://www.usnews.com/dims4/USNEWS/fb36b65/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa2%2F2dc99dc14a7b3a372776a3bc7957ff%2FScreen_Shot_2020-09-30_at_5.12.32_PM.png,"Miami, FL",FIU
James Madison University,151,https://www.usnews.com/dims4/USNEWS/6bf02b6/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe8%2Ffa%2F1d740c164194b6b13a751f97b1d7%2F190830james-madison-university13.jpg,"Harrisonburg, VA",JMU
Michigan Technological University,151,https://www.usnews.com/dims4/USNEWS/66661ac/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa6%2Fc3%2F896aa01f468f894c5d8fd5e5addc%2F190903michigan-technological-university15.jpg,"Houghton, MI",
Oregon State University,151,https://www.usnews.com/dims4/USNEWS/ff5e7a9/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F18%2Fae9b41ecff0c371c7a130859c1c2ec%2Fcollege-photo_20198.jpg,"Corvallis, OR",
San Diego State University,151,https://www.usnews.com/dims4/USNEWS/18908b0/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fd0%2F65%2F8a69cd6b4bea83b27cc6d5020342%2Fsdsu-custom-hero-1920x760px.jpg,"San Diego, CA",SDSU
Simmons University,151,https://www.usnews.com/dims4/USNEWS/b791a86/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F04%2F6113452e0cd70ab6b5ff925c80e93a%2Fcollege-photo_6564.jpg,"Boston, MA",
University of Cincinnati,151,https://www.usnews.com/dims4/USNEWS/34b908f/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F66%2F6035914dbead0a6776e6610cca02b0%2Fcollege-photo_32541.jpg,"Cincinnati, OH",
University of La Verne,151,https://www.usnews.com/dims4/USNEWS/21bb304/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F9e%2F83%2F0a2c857d43cf85c26a3d84f0f01d%2Fhero-image-1920x760-1.jpg,"La Verne, CA",
University of Mississippi,151,https://www.usnews.com/dims4/USNEWS/f6e61ab/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd9%2F65d1ab859c99e837d4a16f1b1e41b2%2Fcollege-photo_19940.jpg,"University, MS",Ole Miss
University of Nebraska -- Lincoln,151,https://www.usnews.com/dims4/USNEWS/3130472/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa8%2Fcb2a25ab453411f161360628588545%2Fcollege-photo_35461.jpg,"Lincoln, NE",University of Nebraska Lincoln
The University of Texas at Dallas,151,https://www.usnews.com/dims4/USNEWS/531c16d/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcc%2F8641043a909b438377e2779492e1a1%2Fcollege-photo_33942.jpg,"Richardson, TX",University of Texas Dallas
University of the Pacific,151,https://www.usnews.com/dims4/USNEWS/722eb21/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F94%2F88ba29780da34f20cee16449c9ecfa%2Fcollege-photo_3876.jpg,"Stockton, CA",
Bradley University,166,https://www.usnews.com/dims4/USNEWS/b9fb4d5/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F82%2Fa687e6047f141e66e22b94c48fc3b3%2Fcollege-photo_9520.jpg,"Peoria, IL",
California State University--Fullerton,166,https://www.usnews.com/dims4/USNEWS/cc439d9/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff7%2F2f1ba4a38bd2d4a8d7fb7f634f4947%2Fcollege-photo_23456.jpg,"Fullerton, CA",Cal State University Fullerton California State University Fullerton
Hofstra University,166,https://www.usnews.com/dims4/USNEWS/7cb8df9/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fef%2Fff104d1c426ffd58845ce5fcda6757%2Fcollege-photo_32913.jpg,"Hempstead, NY",
Kansas State University,166,https://www.usnews.com/dims4/USNEWS/3fea056/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb1%2Fb6d8dc2ef55dc9b7953d02a9fa9104%2Fcollege-photo_14242.jpg,"Manhattan, KS",
Mercer University,166,https://www.usnews.com/dims4/USNEWS/1c36d23/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0f%2F30b2cd8814d187a42334cdbdb2b157%2Fcollege-photo_30670.jpg,"Macon, GA",
Quinnipiac University,166,https://www.usnews.com/dims4/USNEWS/c7d496f/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4f%2Fe1aaab103d3e950e698d0d7a02acfe%2F20181025-fall-quad-001.jpg,"Hamden, CT",
St. John's University (NY),166,https://www.usnews.com/dims4/USNEWS/7e4d371/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc5%2F18499e6e10ed6c3b8df8eeb1168466%2FSJU_Spring2018-028.jpg,"Queens, NY",St John's University Saint John's University St Johns University Saint Johns University St. Johns University
University of Hawaii at Manoa,166,https://www.usnews.com/dims4/USNEWS/35d791f/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff9%2F1a980f168271a41b9f43a932298607%2FHawaii_Hall_4MB.jpg,"Honolulu, HI",UH Manoa University of Hawaii Manoa
Virginia Commonwealth University,166,https://www.usnews.com/dims4/USNEWS/5343416/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F60%2Ff2%2Fc474c46a44eea59b2bc454d687d9%2Fvcu-instituteforcontemporaryart.png,"Richmond, VA",VCU
Xavier University,166,https://www.usnews.com/dims4/USNEWS/4a3d4ec/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcf%2F437b343d16f1a68431466b2af0bb06%2Fcollege-photo_35813.jpg,"Cincinnati, OH",
The Catholic University of America,176,https://www.usnews.com/dims4/USNEWS/3536412/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F5f%2F59%2F7e419cfa4a8db1e7314bdfb6aafb%2F210730-73021-heroimagepng-submitted.png,"Washington, DC",CUA
Louisiana State University--Baton Rouge,176,https://www.usnews.com/dims4/USNEWS/4038914/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8e%2F7768f4b049a11810e6eb61ccc8bf36%2Fcollege-photo_33084.jpg,"Baton Rouge, LA",LSU Baton Rouge Louisiana State University Baton Rouge Louisiana State University Baton Rouge
University of Arkansas,176,https://www.usnews.com/dims4/USNEWS/c86738f/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F34%2F5344e8b46d580ced69018363e831e9%2Fcollege-photo_22755.jpg,"Fayetteville, AR",
University of Idaho,176,https://www.usnews.com/dims4/USNEWS/2056070/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fd8%2F2e%2F55eb7f1e43fd90528f0c8c60851c%2Fidaho-hero-fy21-403002576-mh07-0018.jpg,"Moscow, ID",
University of Massachusetts--Lowell,176,https://www.usnews.com/dims4/USNEWS/9c62837/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fff%2F6037107e2b079d7f4557cdf0894b43%2Faerial-lowell.jpg,"Lowell, MA",UMass University of Massachusetts Lowell
Valparaiso University,176,https://www.usnews.com/dims4/USNEWS/617f642/17177859217/thumbnail/170x170/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd9%2F62cdb0e69f3a62215a29a694be8e1a%2Fcollege-photo_11634.jpg,"Valparaiso, IN",Valpo
